,NLDAS_ID,WRM_SUPPLY,WRM_SUPPLY_acreft
223,x101y114,0.03180707,813.2905996905098
224,x101y115,0.029595803,756.7496281956081
225,x101y116,0.033548307,857.8131421428093
226,x101y117,0.02897379,740.8450663025039
227,x101y118,0.030065166,768.751005824223
228,x101y119,0.028151628,719.8227681570891
229,x101y12,0.0,0.0
230,x101y120,0.028108317,718.7153655207219
231,x101y121,0.113507025,2902.3168396655196
232,x101y122,0.09203033,2353.168827030536
233,x101y123,0.114171535,2919.307851186278
234,x101y124,0.12221127,3124.8799872236477
235,x101y125,0.07498139,1917.2358451165605
236,x101y126,0.07631121,1951.238676663282
237,x101y127,0.08112478,2074.31953991451
238,x101y128,0.07411392,1895.055134596325
239,x101y129,0.0,0.0
240,x101y13,0.0,0.0
241,x101y130,0.0,0.0
242,x101y131,0.0,0.0
243,x101y132,0.0,0.0
244,x101y133,0.08158906,2086.190792133841
245,x101y134,0.06182114,1580.7351492955904
246,x101y135,0.061029963,1560.5050916347957
247,x101y136,0.06222262,1591.000678529952
248,x101y137,0.04639358,1186.2602239319854
249,x101y138,0.059417758,1519.2818532855217
250,x101y139,0.05829441,1490.5584574169727
251,x101y14,0.0,0.0
252,x101y140,0.058412462,1493.576991203242
253,x101y141,0.14399205,3681.803733643837
254,x101y142,0.14399205,3681.803733643837
255,x101y143,0.14399205,3681.803733643837
256,x101y144,0.14399205,3681.803733643837
257,x101y145,0.309754,7920.2528999507485
258,x101y146,0.309754,7920.2528999507485
259,x101y147,0.309754,7920.2528999507485
260,x101y148,0.309754,7920.2528999507485
261,x101y149,0.37786517,9661.820165051318
262,x101y15,0.0,0.0
263,x101y150,0.041371554,1057.8495655299184
264,x101y151,0.37786517,9661.820165051318
265,x101y152,0.026421983,675.5966024004493
266,x101y153,0.1242827,3177.8454361592812
267,x101y154,0.1306197,3339.879243139836
268,x101y155,0.09818825,2510.623606837971
269,x101y156,0.11395251,2913.7077622230395
270,x101y157,0.008359637,213.75164875082842
271,x101y158,0.008666361,221.59443216391585
272,x101y159,0.008610084,220.1554662276015
273,x101y16,0.0,0.0
274,x101y160,0.008666361,221.59443216391585
275,x101y161,0.054810178,1401.4682874177631
276,x101y162,0.047436874,1212.9367276045214
277,x101y163,0.0577784,1477.364275578546
278,x101y164,0.0577784,1477.364275578546
279,x101y165,0.047898814,1224.7482998748967
280,x101y166,0.047898814,1224.7482998748967
281,x101y167,0.047898814,1224.7482998748967
282,x101y168,0.047898814,1224.7482998748967
283,x101y169,0.020196144,516.4051071777106
284,x101y17,0.0,0.0
285,x101y170,0.020196144,516.4051071777106
286,x101y171,0.020196144,516.4051071777106
287,x101y172,0.020196144,516.4051071777106
288,x101y173,0.032124728,821.4129251405323
289,x101y174,0.032124728,821.4129251405323
290,x101y175,0.032124728,821.4129251405323
291,x101y176,0.032124728,821.4129251405323
292,x101y177,0.026121106,667.9033801185215
293,x101y178,0.026121106,667.9033801185215
294,x101y179,0.026121106,667.9033801185215
295,x101y18,0.0,0.0
296,x101y180,0.026121106,667.9033801185215
297,x101y181,0.10691642,2733.7982932435066
298,x101y182,0.075897634,1940.6639099210165
299,x101y183,0.10691642,2733.7982932435066
300,x101y184,0.08000484,2045.6829906544897
301,x101y185,0.06867405,1755.9605370514219
302,x101y186,0.0938778,2400.4076019296017
303,x101y187,0.0938778,2400.4076019296017
304,x101y188,0.0938778,2400.4076019296017
305,x101y189,0.015896246,406.45892644533916
306,x101y19,0.0,0.0
307,x101y190,0.01611192,411.9735777092555
308,x101y191,0.015893867,406.39809046831675
309,x101y192,0.015906904,406.73142393624136
310,x101y193,0.0,0.0
311,x101y194,0.0,0.0
312,x101y195,0.0,0.0
313,x101y196,0.0,0.0
314,x101y197,0.0,0.0
315,x101y198,0.0,0.0
316,x101y199,0.0,0.0
317,x101y2,0.0,0.0
318,x101y20,0.0,0.0
319,x101y200,0.0,0.0
320,x101y201,0.0095873885,245.14463855881834
321,x101y202,0.0095873885,245.14463855881834
322,x101y203,0.0095873885,245.14463855881834
323,x101y204,0.0095873885,245.14463855881834
324,x101y205,0.0,0.0
325,x101y206,0.0,0.0
326,x101y21,0.0,0.0
327,x101y22,0.0,0.0
328,x101y23,0.0,0.0
329,x101y24,0.0,0.0
330,x101y25,0.0,0.0
331,x101y26,0.0,0.0
332,x101y27,0.0,0.0
333,x101y28,0.0,0.0
334,x101y29,0.0,0.0
335,x101y3,0.0,0.0
336,x101y30,0.0,0.0
337,x101y31,0.0,0.0
338,x101y32,0.0,0.0
339,x101y33,0.0,0.0
340,x101y34,0.0,0.0
341,x101y35,0.0,0.0
342,x101y36,0.0,0.0
343,x101y37,0.0,0.0
344,x101y38,0.0,0.0
345,x101y39,0.0,0.0
346,x101y4,0.0,0.0
347,x101y40,0.0,0.0
348,x101y41,0.0,0.0
349,x101y42,0.0,0.0
350,x101y43,0.0,0.0
351,x101y44,0.0,0.0
352,x101y45,0.0,0.0
353,x101y46,0.002986023,76.35109292891416
354,x101y47,0.0,0.0
355,x101y48,0.0,0.0
356,x101y49,0.0,0.0
357,x101y5,0.0,0.0
358,x101y50,0.0,0.0
359,x101y51,0.0,0.0
360,x101y52,0.0,0.0
361,x101y53,0.0,0.0
362,x101y54,0.012687919,324.4235983539711
363,x101y55,0.012687919,324.4235983539711
364,x101y56,0.012687919,324.4235983539711
365,x101y57,0.014845117,379.5821047843297
366,x101y58,0.014845117,379.5821047843297
367,x101y59,0.014845117,379.5821047843297
368,x101y6,0.0,0.0
369,x101y60,0.014845117,379.5821047843297
370,x101y61,0.12351207,3158.1409377584155
371,x101y62,0.12351207,3158.1409377584155
372,x101y63,0.12351207,3158.1409377584155
373,x101y64,0.12351207,3158.1409377584155
374,x101y65,0.4058776,10378.083595042077
375,x101y66,0.4058776,10378.083595042077
376,x101y67,0.4058776,10378.083595042077
377,x101y68,0.4058776,10378.083595042077
378,x101y69,0.17014025,4350.399502322697
379,x101y7,0.0,0.0
380,x101y70,0.17014025,4350.399502322697
381,x101y71,0.17014025,4350.399502322697
382,x101y72,0.17014025,4350.399502322697
383,x101y73,0.014431397,369.00347257321516
384,x101y74,0.014431397,369.00347257321516
385,x101y75,0.014431397,369.00347257321516
386,x101y76,0.014431397,369.00347257321516
387,x101y77,0.008917122,228.00626958540323
388,x101y78,0.008917122,228.00626958540323
389,x101y79,0.008917122,228.00626958540323
390,x101y8,0.0,0.0
391,x101y80,0.008917122,228.00626958540323
392,x101y81,0.0035141855,89.8559302159211
393,x101y82,0.0035141855,89.8559302159211
394,x101y83,0.0035141855,89.8559302159211
395,x101y84,0.0035141855,89.8559302159211
396,x101y85,0.0016465605,42.101715818246134
397,x101y86,0.0016465605,42.101715818246134
398,x101y87,0.0016465605,42.101715818246134
399,x101y88,0.0016465605,42.101715818246134
400,x101y89,0.00072732783,18.597402834453895
401,x101y9,0.0,0.0
402,x101y90,0.00072732783,18.597402834453895
403,x101y91,0.00072732783,18.597402834453895
404,x101y92,0.00072732783,18.597402834453895
405,x101y93,0.001393653,35.63499867372191
406,x101y94,0.001393653,35.63499867372191
407,x101y95,0.001393653,35.63499867372191
408,x101y96,0.001393653,35.63499867372191
409,x101y97,0.00425774,108.8682477802418
410,x101y98,0.00425774,108.8682477802418
411,x101y99,0.00425774,108.8682477802418
412,x102y1,0.0,0.0
413,x102y10,0.0,0.0
414,x102y100,0.00425774,108.8682477802418
415,x102y101,0.016475528,421.2708611858066
416,x102y102,0.016475528,421.2708611858066
417,x102y103,0.016475528,421.2708611858066
418,x102y104,0.016475528,421.2708611858066
419,x102y105,0.038801767,992.1414359677499
420,x102y106,0.038801767,992.1414359677499
421,x102y107,0.03731293,954.0725647026097
422,x102y108,0.037901692,969.1269402042392
423,x102y109,0.053021148,1355.7238232987158
424,x102y11,0.0,0.0
425,x102y110,0.045897413,1173.5734661631877
426,x102y111,0.046574075,1190.8753769821967
427,x102y112,0.047864996,1223.8837353843396
428,x102y113,0.03289321,841.0626567117272
429,x102y114,0.031589534,807.7282983947096
430,x102y115,0.032324426,826.5191733639277
431,x102y116,0.032263674,824.9657606489872
432,x102y117,0.0344949,882.0170462836852
433,x102y118,0.028091906,718.2957273324254
434,x102y119,0.028555518,730.1500726412772
435,x102y12,0.0,0.0
436,x102y120,0.02775749,709.7448767283418
437,x102y121,0.07225829,1847.6079856381944
438,x102y122,0.07394004,1890.6091951544106
439,x102y123,0.08089638,2068.479286120367
440,x102y124,0.11582254,2961.5231061204886
441,x102y125,0.07156331,1829.83723318629
442,x102y126,0.06842772,1749.6620626322479
443,x102y127,0.05645762,1443.5925051417028
444,x102y128,0.061150223,1563.5801262928362
445,x102y129,0.0,0.0
446,x102y13,0.0,0.0
447,x102y130,0.0,0.0
448,x102y131,0.0,0.0
449,x102y132,0.0,0.0
450,x102y133,0.079856,2041.8773462581478
451,x102y134,0.064490765,1648.996005584809
452,x102y135,0.0627613,1604.7744639404368
453,x102y136,0.063258566,1617.4893276416115
454,x102y137,0.058121026,1486.1249452767781
455,x102y138,0.06865732,1755.532951170165
456,x102y139,0.11076868,2832.2988207145636
457,x102y14,0.0,0.0
458,x102y140,0.11076868,2832.2988207145636
459,x102y141,0.14399205,3681.803733643837
460,x102y142,0.14399205,3681.803733643837
461,x102y143,0.14399205,3681.803733643837
462,x102y144,0.14399205,3681.803733643837
463,x102y145,0.309754,7920.2528999507485
464,x102y146,0.309754,7920.2528999507485
465,x102y147,0.309754,7920.2528999507485
466,x102y148,0.309754,7920.2528999507485
467,x102y149,0.37786517,9661.820165051318
468,x102y15,0.0,0.0
469,x102y150,0.37786517,9661.820165051318
470,x102y151,0.071763985,1834.968552768387
471,x102y152,0.20499824,5241.700610011918
472,x102y153,0.07388161,1889.1151733814088
473,x102y154,0.053535994,1368.8880929109107
474,x102y155,0.09754703,2494.2279497716827
475,x102y156,0.1302159,3329.5541784600277
476,x102y157,0.008666361,221.59443216391585
477,x102y158,0.008666361,221.59443216391585
478,x102y159,0.008666361,221.59443216391585
479,x102y16,0.0,0.0
480,x102y160,0.008666361,221.59443216391585
481,x102y161,0.047100272,1204.3300986462084
482,x102y162,0.0577784,1477.364275578546
483,x102y163,0.0577784,1477.364275578546
484,x102y164,0.0577784,1477.364275578546
485,x102y165,0.047898814,1224.7482998748967
486,x102y166,0.032205664,823.4824321356041
487,x102y167,0.047898814,1224.7482998748967
488,x102y168,0.04112665,1051.587505994853
489,x102y169,0.020196144,516.4051071777106
490,x102y17,0.0,0.0
491,x102y170,0.020196144,516.4051071777106
492,x102y171,0.020196144,516.4051071777106
493,x102y172,0.020196144,516.4051071777106
494,x102y173,0.032124728,821.4129251405323
495,x102y174,0.032124728,821.4129251405323
496,x102y175,0.032124728,821.4129251405323
497,x102y176,0.032124728,821.4129251405323
498,x102y177,0.026121106,667.9033801185215
499,x102y178,0.026121106,667.9033801185215
500,x102y179,0.0198521,507.6080948471246
501,x102y18,0.0,0.0
502,x102y180,0.025858039,661.1768863075658
503,x102y181,0.10691642,2733.7982932435066
504,x102y182,0.0928891,2375.1270021478867
505,x102y183,0.10691642,2733.7982932435066
506,x102y184,0.10691642,2733.7982932435066
507,x102y185,0.092485644,2364.8107521820884
508,x102y186,0.0938778,2400.4076019296017
509,x102y187,0.0938778,2400.4076019296017
510,x102y188,0.0938778,2400.4076019296017
511,x102y189,0.01611192,411.9735777092555
512,x102y19,0.0,0.0
513,x102y190,0.01590541,406.6932388841555
514,x102y191,0.015902918,406.62951283696583
515,x102y192,0.015909553,406.7991960816653
516,x102y193,0.0,0.0
517,x102y194,0.0,0.0
518,x102y195,0.0,0.0
519,x102y196,0.0,0.0
520,x102y197,0.0,0.0
521,x102y198,0.0,0.0
522,x102y199,0.0,0.0
523,x102y2,0.0,0.0
524,x102y20,0.0,0.0
525,x102y200,0.0,0.0
526,x102y201,0.0095873885,245.14463855881834
527,x102y202,0.0095873885,245.14463855881834
528,x102y203,0.0095873885,245.14463855881834
529,x102y204,0.02768853,707.9815726674988
530,x102y205,0.0,0.0
531,x102y206,0.0,0.0
532,x102y21,0.0,0.0
533,x102y22,0.0,0.0
534,x102y23,0.0,0.0
535,x102y24,0.0,0.0
536,x102y25,0.0,0.0
537,x102y26,0.0,0.0
538,x102y27,0.0,0.0
539,x102y28,0.0,0.0
540,x102y29,0.0,0.0
541,x102y3,0.0,0.0
542,x102y30,0.0,0.0
543,x102y31,0.0,0.0
544,x102y32,0.0,0.0
545,x102y33,0.0,0.0
546,x102y34,0.0,0.0
547,x102y35,0.0,0.0
548,x102y36,0.0,0.0
549,x102y37,0.0,0.0
550,x102y38,0.0,0.0
551,x102y39,0.0,0.0
552,x102y4,0.0,0.0
553,x102y40,0.0,0.0
554,x102y41,0.0,0.0
555,x102y42,0.0,0.0
556,x102y43,0.0,0.0
557,x102y44,0.0,0.0
558,x102y45,0.0047856104,122.36562507362935
559,x102y46,0.0,0.0
560,x102y47,0.0,0.0
561,x102y48,0.0,0.0
562,x102y49,0.0,0.0
563,x102y5,0.0,0.0
564,x102y50,0.0,0.0
565,x102y51,0.0,0.0
566,x102y52,0.0,0.0
567,x102y53,0.0,0.0
568,x102y54,0.0,0.0
569,x102y55,0.012627866,322.88810407406794
570,x102y56,0.012687919,324.4235983539711
571,x102y57,0.014167479,362.2552309842504
572,x102y58,0.014845117,379.5821047843297
573,x102y59,0.014845117,379.5821047843297
574,x102y6,0.0,0.0
575,x102y60,0.014845117,379.5821047843297
576,x102y61,0.12351207,3158.1409377584155
577,x102y62,0.12351207,3158.1409377584155
578,x102y63,0.12351207,3158.1409377584155
579,x102y64,0.12351207,3158.1409377584155
580,x102y65,0.4058776,10378.083595042077
581,x102y66,0.4058776,10378.083595042077
582,x102y67,0.4058776,10378.083595042077
583,x102y68,0.4058776,10378.083595042077
584,x102y69,0.17014025,4350.399502322697
585,x102y7,0.0,0.0
586,x102y70,0.17014025,4350.399502322697
587,x102y71,0.17014025,4350.399502322697
588,x102y72,0.17014025,4350.399502322697
589,x102y73,0.014431397,369.00347257321516
590,x102y74,0.014431397,369.00347257321516
591,x102y75,0.014431397,369.00347257321516
592,x102y76,0.014431397,369.00347257321516
593,x102y77,0.008917122,228.00626958540323
594,x102y78,0.008917122,228.00626958540323
595,x102y79,0.008917122,228.00626958540323
596,x102y8,0.0,0.0
597,x102y80,0.008917122,228.00626958540323
598,x102y81,0.0035141855,89.8559302159211
599,x102y82,0.0035141855,89.8559302159211
600,x102y83,0.0035141855,89.8559302159211
601,x102y84,0.0035141855,89.8559302159211
602,x102y85,0.0016465605,42.101715818246134
603,x102y86,0.0016465605,42.101715818246134
604,x102y87,0.0016465605,42.101715818246134
605,x102y88,0.0016465605,42.101715818246134
606,x102y89,0.00072732783,18.597402834453895
607,x102y9,0.0,0.0
608,x102y90,0.00072732783,18.597402834453895
609,x102y91,0.00072732783,18.597402834453895
610,x102y92,0.00072732783,18.597402834453895
611,x102y93,0.001393653,35.63499867372191
612,x102y94,0.001393653,35.63499867372191
613,x102y95,0.001393653,35.63499867372191
614,x102y96,0.001393653,35.63499867372191
615,x102y97,0.00425774,108.8682477802418
616,x102y98,0.00425774,108.8682477802418
617,x102y99,0.00425774,108.8682477802418
618,x103y1,0.0,0.0
619,x103y10,0.0,0.0
620,x103y100,0.00425774,108.8682477802418
621,x103y101,0.016475528,421.2708611858066
622,x103y102,0.016475528,421.2708611858066
623,x103y103,0.016475528,421.2708611858066
624,x103y104,0.016475528,421.2708611858066
625,x103y105,0.037827197,967.2222394604595
626,x103y106,0.038801767,992.1414359677499
627,x103y107,0.038801767,992.1414359677499
628,x103y108,0.038801767,992.1414359677499
629,x103y109,0.04477202,1144.7978322763645
630,x103y11,0.0,0.0
631,x103y110,0.053021148,1355.7238232987158
632,x103y111,0.045799963,1171.0817199166686
633,x103y112,0.047798645,1222.186975189099
634,x103y113,0.033267993,850.6456236243191
635,x103y114,0.033272848,850.7697521380061
636,x103y115,0.033363394,853.0849873490552
637,x103y116,0.032481976,830.5475699184168
638,x103y117,0.0344949,882.0170462836852
639,x103y118,0.028854597,737.7973428075445
640,x103y119,0.028792404,736.2070816979704
641,x103y12,0.0,0.0
642,x103y120,0.030362856,776.3628003791863
643,x103y121,0.08075318,2064.817567218358
644,x103y122,0.07919088,2024.870728358486
645,x103y123,0.09551093,2442.1659367703573
646,x103y124,0.10894749,2785.7319871294026
647,x103y125,0.06632845,1695.984789414401
648,x103y126,0.06813691,1742.2260565952126
649,x103y127,0.07852919,2007.9511015708606
650,x103y128,0.068844296,1760.3135607374566
651,x103y129,0.0,0.0
652,x103y13,0.0,0.0
653,x103y130,0.0,0.0
654,x103y131,0.0,0.0
655,x103y132,0.0,0.0
656,x103y133,0.07479685,1912.5175165613753
657,x103y134,0.076247245,1949.6031859555892
658,x103y135,0.06316251,1615.0333460134134
659,x103y136,0.06223506,1591.3188752553751
660,x103y137,0.059109963,1511.4116142058444
661,x103y138,0.05957507,1523.3042529444135
662,x103y139,0.11076868,2832.2988207145636
663,x103y14,0.0,0.0
664,x103y140,0.11076868,2832.2988207145636
665,x103y141,0.14399205,3681.803733643837
666,x103y142,0.14399205,3681.803733643837
667,x103y143,0.14399205,3681.803733643837
668,x103y144,0.13812932,3531.8966610854054
669,x103y145,0.309754,7920.2528999507485
670,x103y146,0.309754,7920.2528999507485
671,x103y147,0.309754,7920.2528999507485
672,x103y148,0.309754,7920.2528999507485
673,x103y149,0.37786517,9661.820165051318
674,x103y15,0.0,0.0
675,x103y150,0.37786517,9661.820165051318
676,x103y151,0.37786517,9661.820165051318
677,x103y152,0.08697506,2223.907837733486
678,x103y153,0.07382411,1887.6448501837788
679,x103y154,0.090969756,2326.0504316294146
680,x103y155,0.11626343,2972.796691829215
681,x103y156,0.13007118,3325.8540216247934
682,x103y157,0.008666361,221.59443216391585
683,x103y158,0.008666361,221.59443216391585
684,x103y159,0.008666361,221.59443216391585
685,x103y16,0.0,0.0
686,x103y160,0.008666361,221.59443216391585
687,x103y161,0.043275017,1106.520225693389
688,x103y162,0.0577784,1477.364275578546
689,x103y163,0.0577784,1477.364275578546
690,x103y164,0.0577784,1477.364275578546
691,x103y165,0.047898814,1224.7482998748967
692,x103y166,0.047898814,1224.7482998748967
693,x103y167,0.03506628,896.6269289935792
694,x103y168,0.047898814,1224.7482998748967
695,x103y169,0.020196144,516.4051071777106
696,x103y17,0.0,0.0
697,x103y170,0.020196144,516.4051071777106
698,x103y171,0.020196144,516.4051071777106
699,x103y172,0.020196144,516.4051071777106
700,x103y173,0.032124728,821.4129251405323
701,x103y174,0.032124728,821.4129251405323
702,x103y175,0.032124728,821.4129251405323
703,x103y176,0.032124728,821.4129251405323
704,x103y177,0.026121106,667.9033801185215
705,x103y178,0.026121106,667.9033801185215
706,x103y179,0.019497702,498.546315963334
707,x103y18,0.0,0.0
708,x103y180,0.026121106,667.9033801185215
709,x103y181,0.10691642,2733.7982932435066
710,x103y182,0.10552316,2698.1735543188784
711,x103y183,0.10691642,2733.7982932435066
712,x103y184,0.10622612,2716.1477677105627
713,x103y185,0.09246651,2364.321752309776
