,NLDAS_ID,max_land_constr
20516,x194y111,1641820.8192618117
20517,x194y112,1222850.5146690656
20518,x194y113,1481630.9139509578
20519,x194y114,4795781.2066795295
20520,x194y115,5905980.879195062
20521,x194y116,7368718.089178719
20522,x194y117,4336312.075437319
20523,x194y118,688521.4534258835
20524,x194y119,552449.234281123
20526,x194y120,861529.5682262888
20527,x194y121,418578.3812207904
20528,x194y122,1263149.8031866897
20529,x194y123,2401510.2796360813
20530,x194y124,803957.7766484474
20531,x194y125,2461315.6496277954
20532,x194y126,4714115.714458934
20533,x194y127,2330961.006993479
20534,x194y128,2050945.0682819998
20535,x194y129,1629066.8184003483
20537,x194y130,1725635.7931466142
20538,x194y131,3277455.4288766407
20539,x194y132,3244717.134561848
20540,x194y133,3063056.106573116
20541,x194y134,3054532.734007689
20542,x194y135,2986221.7066732966
20543,x194y136,3222925.2817309764
20544,x194y137,3276591.116266333
20545,x194y138,3233398.2805879526
20546,x194y139,3235405.035301682
20548,x194y140,3207635.8235757328
20549,x194y141,3220981.98523654
20550,x194y142,3079636.9742934434
20551,x194y143,2718259.1106725787
20552,x194y144,2570921.11313949
20553,x194y145,2821844.105831251
20554,x194y146,2874419.5295779174
20555,x194y147,3090412.0313349077
20556,x194y148,3149400.634239343
20557,x194y149,3091320.244324328
20559,x194y150,3078711.711125319
20560,x194y151,2988593.084533777
20561,x194y152,2615170.7070645797
20562,x194y153,2989353.427308151
20563,x194y154,3118099.7138665593
20564,x194y155,2925455.1662813374
20565,x194y156,2606968.2063842383
20566,x194y157,3070150.9149043406
20567,x194y158,2948302.2522421572
20568,x194y159,2413623.000476289
20570,x194y160,3101820.580691212
20571,x194y161,2474654.573283324
20572,x194y162,3044665.4062466905
20573,x194y163,3068439.3422444547
20574,x194y164,2678932.4603642044
20575,x194y165,2624898.031146838
20576,x194y166,2938537.692359129
20577,x194y167,2201775.78266157
20578,x194y168,2789435.2916452764
20579,x194y169,2992629.4475271283
20581,x194y170,3011972.1622106577
20582,x194y171,2958562.4492938016
20583,x194y172,2769840.286401714
20584,x194y173,2708462.9295501565
20585,x194y174,2550084.876218547
20586,x194y175,1596114.3153501027
20587,x194y176,2637532.1470180433
20588,x194y177,2581573.6090622917
20589,x194y178,2392493.9323182236
20590,x194y179,2341949.960168393
20592,x194y180,2479447.2846614216
20593,x194y181,2267116.4237178857
20594,x194y182,2365631.4217681363
20595,x194y183,2509740.509463576
20596,x194y184,2299387.827567704
20597,x194y185,2345259.325335138
20598,x194y186,2348372.6249728883
20599,x194y187,2393615.811379874
20600,x194y188,2678840.0963082677
20601,x194y189,2147523.9903614228
20603,x194y190,1986292.8016887337
20604,x194y191,2037663.2768609477
20605,x194y192,2097851.4702823204
20641,x194y34,638904.9586776859
20642,x194y35,3515212.5953525654
20643,x194y36,3851227.9773141653
20644,x194y37,3849670.7063511475
20645,x194y38,3847386.648319295
20646,x194y39,3843695.75074504
20648,x194y40,3837985.405406905
20649,x194y41,3833588.179599191
20650,x194y42,3825620.9882435454
20651,x194y43,3821016.9507499044
20652,x194y44,3808451.017343375
20653,x194y45,3811878.798943545
20654,x194y46,3805769.939681686
20655,x194y47,3718146.8056366453
20656,x194y48,3641143.472058526
20657,x194y49,3794642.784946061
20659,x194y50,3773628.1906506117
20660,x194y51,3765053.693252781
20661,x194y52,3761729.7607879047
20662,x194y53,3773827.271055313
20663,x194y54,3684913.4289800925
20664,x194y55,3732500.9344447013
20665,x194y56,3639912.6148441625
20666,x194y57,3740294.700622199
20667,x194y58,3470729.621381102
20668,x194y59,2121780.0038595344
20670,x194y60,1062264.1863667099
20671,x194y61,1527922.764161749
20672,x194y62,374114.58941194805
20673,x194y63,3095737.3150978726
20674,x194y64,3642133.4191173664
20675,x194y65,3624181.8937790752
20676,x194y66,3574174.2406520355
20677,x194y67,3217108.9825795004
20678,x194y68,2495370.7603104194
20679,x194y69,2946731.1960031143
20681,x194y70,3439829.780575317
20682,x194y71,2881054.829362502
20683,x194y72,3069623.852691463
20684,x194y73,2353756.986542824
20685,x194y74,3185196.000404552
20686,x194y75,2555486.3049402265
20687,x194y76,3403110.3654222833
20688,x194y77,3289944.2300502104
20689,x194y78,1643687.6438847927
20690,x194y79,3239147.979656988
20692,x194y80,1823214.5120282257
20693,x194y81,3605958.1652553435
20694,x194y82,3595713.7293292643
20695,x194y83,3573275.807741593
20696,x194y84,3540363.475629702
20697,x194y85,2243391.589036482
20698,x194y86,3080626.415996138
20699,x194y87,3558157.431607672
20700,x194y88,3537206.466814747
20701,x194y89,2666470.406564066
20703,x194y90,2565471.6372508076
20704,x194y91,2021476.0372470012
20705,x194y92,3177638.7514619455
20706,x194y93,2612999.3437053985
20707,x194y94,3328307.2974602515
20708,x194y95,3183068.411125583
20709,x194y96,2219332.9730068836
20710,x194y97,2857342.124134749
20711,x194y98,4697527.383400163
20712,x194y99,26899753.916555684
20714,x195y100,25035628.008436512
20715,x195y101,36810861.15360586
20716,x195y102,32773524.866263688
20717,x195y103,13713521.920037521
20718,x195y104,12432243.394456448
20719,x195y105,11915190.564691043
20720,x195y106,7348020.2931259405
20721,x195y107,1652530.0186599267
20722,x195y108,2284971.912119222
20723,x195y109,2780287.981199908
20725,x195y110,841684.9047304563
20726,x195y111,2417353.8223763285
20727,x195y112,465100.3406202117
20728,x195y113,8405061.965816539
20729,x195y114,4242231.402423391
20730,x195y115,9824859.008986352
20731,x195y116,9835630.475727001
20732,x195y117,3296211.449498556
20733,x195y118,435171.0110483416
20734,x195y119,677108.2055581483
20736,x195y120,625369.2689780669
20737,x195y121,720979.954495146
20738,x195y122,2903027.58125272
20739,x195y123,1618014.9864056362
20740,x195y124,1144704.2058471276
20741,x195y125,569998.6557454396
20742,x195y126,1381741.746771388
20743,x195y127,4118028.438822955
20744,x195y128,2231136.682334554
20745,x195y129,4816544.58548133
20747,x195y130,2671169.164822796
20748,x195y131,3132393.7893254114
20749,x195y132,2193019.5934055783
20750,x195y133,3125803.7626841497
20751,x195y134,3197188.654936584
20752,x195y135,3305979.1245167493
20753,x195y136,3278259.6408871165
20754,x195y137,3230191.8903462463
20755,x195y138,3245029.8521905784
20756,x195y139,3239197.8589213337
20758,x195y140,3066633.110359802
20759,x195y141,2759144.4117105226
20760,x195y142,3193565.2948916038
20761,x195y143,3203129.7807210656
20762,x195y144,2518930.183280345
20763,x195y145,2815570.1163847744
20764,x195y146,2667684.3155869916
20765,x195y147,2963096.9814998056
20766,x195y148,3091257.826222584
20767,x195y149,3024311.296076952
20769,x195y150,2990837.2840393567
20770,x195y151,3008873.5136157125
20771,x195y152,2799192.7272787006
20772,x195y153,3005594.0629019137
20773,x195y154,3097997.1053018034
20774,x195y155,3089835.48974558
20775,x195y156,2580095.8605526113
20776,x195y157,2672357.9707888323
20777,x195y158,2088019.4417318276
20778,x195y159,1128749.5547526113
20780,x195y160,3110340.863870046
20781,x195y161,2761080.455111507
20782,x195y162,3077216.4196870998
20783,x195y163,3097357.591710928
20784,x195y164,2903125.0285256566
20785,x195y165,2995328.387004019
20786,x195y166,2834087.0256643957
20787,x195y167,2353391.7927843947
20788,x195y168,2827163.842255255
20789,x195y169,2637963.699897634
20791,x195y170,2570269.5544662196
20792,x195y171,2878963.071968693
20793,x195y172,2875142.383040031
20794,x195y173,2748474.254653857
20795,x195y174,2518551.5907435603
20796,x195y175,2306014.5485722525
20797,x195y176,2630231.861855246
20798,x195y177,2344228.07710484
20799,x195y178,2274847.1968726255
20800,x195y179,2394119.996028738
20802,x195y180,2510302.839249211
20803,x195y181,2487868.0062431074
20804,x195y182,2202276.5254212115
20805,x195y183,2304743.7412949195
20806,x195y184,2358787.193215074
20807,x195y185,2278996.120736936
20808,x195y186,2509675.255227182
20809,x195y187,2516416.5703609344
20810,x195y188,2458217.645502664
20811,x195y189,2025243.809370322
20813,x195y190,2104327.264317598
20814,x195y191,2072705.3172102447
20815,x195y192,2142162.306585477
20849,x195y32,749143.4707950257
20850,x195y33,1147007.3877591838
20851,x195y34,3531301.688664718
20852,x195y35,3790316.0559899327
20853,x195y36,3841834.4526418378
20854,x195y37,3831003.689237065
20855,x195y38,3845456.993296507
20856,x195y39,3841174.841390387
20858,x195y40,3837278.693180607
20859,x195y41,3830552.198155359
20860,x195y42,3826068.634443362
20861,x195y43,3812821.0286295237
20862,x195y44,3800491.5987952827
20863,x195y45,3795802.278691174
20864,x195y46,3801578.5968691786
20865,x195y47,3430903.933982027
20866,x195y48,3702420.2837691694
20867,x195y49,3771665.590711395
20869,x195y50,3739095.899151363
20870,x195y51,3430742.052149148
20871,x195y52,3664190.2023096434
20872,x195y53,3754938.17674798
20873,x195y54,3698234.8510519434
20874,x195y55,3698116.452561698
20875,x195y56,3653140.4910111744
20876,x195y57,3692977.464163452
20877,x195y58,3733526.11220815
20878,x195y59,1702671.904018655
20880,x195y60,690574.1557776658
20881,x195y61,505683.37961964484
20882,x195y62,2262707.5994271827
20883,x195y63,3282691.6806608923
20884,x195y64,3555359.926303217
20885,x195y65,3692852.3547471096
20886,x195y66,3664053.1861055465
20887,x195y67,2944757.5294756535
20888,x195y68,3105877.9537059753
20889,x195y69,3672978.7795181945
20891,x195y70,3210065.5847555543
20892,x195y71,3426550.750534626
20893,x195y72,3487415.1096657612
20894,x195y73,3467644.753516678
20895,x195y74,3649865.953059935
20896,x195y75,3646003.80288448
20897,x195y76,3554484.893253003
20898,x195y77,1257060.568097274
20899,x195y78,2392015.059644927
20900,x195y79,3325263.958433631
20902,x195y80,2934794.3451361945
20903,x195y81,3589948.0705816005
20904,x195y82,3239108.1368326717
20905,x195y83,3547487.141870824
20906,x195y84,3583499.2330170614
20907,x195y85,1617807.674864338
20908,x195y86,3435210.8839294063
20909,x195y87,3473210.1448751553
20910,x195y88,3516849.578697486
20911,x195y89,3362416.078365868
20913,x195y90,3478327.01972798
20914,x195y91,2190675.9133639755
20915,x195y92,4085962.4038977013
20916,x195y93,2669542.0478058946
20917,x195y94,3108044.035151856
20918,x195y95,3378628.4763247287
20919,x195y96,2328105.189143473
20920,x195y97,2434600.8464015895
20921,x195y98,13452758.505619358
20922,x195y99,20743838.88003683
20924,x196y100,27532050.438621584
20925,x196y101,20444739.00234185
20926,x196y102,16336614.904802356
20927,x196y103,13890092.334299525
20928,x196y104,14831485.339116974
20929,x196y105,7609069.364217765
20930,x196y106,2650025.74069639
20931,x196y107,1271570.82359752
20932,x196y108,1082850.8971368973
20933,x196y109,1478486.6776100066
20935,x196y110,818388.662719054
20936,x196y111,683489.8412871899
20937,x196y112,810943.8206734499
20938,x196y113,5761710.3939734185
20939,x196y114,7164059.220303006
20940,x196y115,5681414.945586906
20941,x196y116,11286857.360277008
20942,x196y117,2791720.6704151174
20943,x196y118,878381.2279760079
20944,x196y119,591799.9853760753
20946,x196y120,382616.13680635043
20947,x196y121,2184497.8073811405
20948,x196y122,3000442.885061679
20949,x196y123,2587655.341890502
20950,x196y124,1932985.900432176
20951,x196y125,652334.6513221614
20952,x196y126,1794052.2238409852
20953,x196y127,2842007.3365667188
20954,x196y128,3148666.8710465003
20955,x196y129,4250407.029745676
20957,x196y130,3242649.7727555046
20958,x196y131,2415496.239487827
20959,x196y132,3199021.2110469057
20960,x196y133,3191487.0804180875
20961,x196y134,3295064.2766961507
20962,x196y135,3228604.5345838657
20963,x196y136,3233358.260473728
20964,x196y137,3254473.259922811
20965,x196y138,3235778.630204395
20966,x196y139,3115545.547218576
20968,x196y140,3030306.733624861
20969,x196y141,2829364.6976628336
20970,x196y142,3124864.7528702733
20971,x196y143,2869362.6562218573
20972,x196y144,1972897.8792650052
20973,x196y145,3040398.2737020063
20974,x196y146,3037752.025496782
20975,x196y147,2986069.990545497
20976,x196y148,3050493.7327497844
20977,x196y149,3035991.590707383
20979,x196y150,2857577.4833093067
20980,x196y151,2941592.4409758714
20981,x196y152,2549100.6181133296
20982,x196y153,2464249.0384628805
20983,x196y154,2987420.8869714662
20984,x196y155,3109677.87982466
20985,x196y156,1907904.2275704904
20986,x196y157,1318021.4528565805
20987,x196y158,1761923.327039432
20988,x196y159,1926534.3570042439
20990,x196y160,3099288.778943444
20991,x196y161,3116392.996103156
20992,x196y162,3087599.0236165733
20993,x196y163,2874189.7198233795
20994,x196y164,3024386.536203994
20995,x196y165,2580423.6032252456
20996,x196y166,2645467.4022418293
20997,x196y167,2743151.130073026
20998,x196y168,2394891.261008962
20999,x196y169,1801023.7739190313
21001,x196y170,2143658.9715530984
21002,x196y171,2184318.3501910283
21003,x196y172,2353550.645105236
21004,x196y173,2446834.6224000133
21005,x196y174,2578189.9231212926
21006,x196y175,2382481.510358505
21007,x196y176,2727453.7757263826
21008,x196y177,2589943.6598481364
21009,x196y178,2290989.116002921
21010,x196y179,2544219.2688416145
21012,x196y180,2427577.773448678
21013,x196y181,2481295.6080141678
21014,x196y182,2557689.529513475
21015,x196y183,2344892.782515901
21016,x196y184,2247041.9941556114
21017,x196y185,2186201.0316271633
21018,x196y186,2498117.335146363
21019,x196y187,2500674.1250494034
21020,x196y188,2319047.2911541956
21021,x196y189,2582133.6463068826
21023,x196y190,2152019.268028565
21024,x196y191,2195296.5073204567
21025,x196y192,2282516.823837213
21057,x196y30,100682.24626149803
21058,x196y31,1305050.6526510236
21059,x196y32,3084628.9818986696
21060,x196y33,3691390.631016503
21061,x196y34,3684414.2855665497
21062,x196y35,3498747.284912707
21063,x196y36,3818842.478490562
21064,x196y37,3844818.1562046413
21065,x196y38,3840806.154452635
21066,x196y39,3835829.183250037
21068,x196y40,3831272.360956247
21069,x196y41,3832109.7051130785
21070,x196y42,3825297.724393564
21071,x196y43,3814064.2111390997
21072,x196y44,3813506.570605701
21073,x196y45,3809653.954493319
21074,x196y46,3802793.308908428
21075,x196y47,3571776.773788646
21076,x196y48,3716532.5781124984
21077,x196y49,3761631.4661754775
21079,x196y50,3763446.021700994
21080,x196y51,3000817.220806622
21081,x196y52,3593016.3838883247
21082,x196y53,3365961.454252697
21083,x196y54,3727225.124734035
21084,x196y55,3641930.2714298214
21085,x196y56,3409771.0187318306
21086,x196y57,3704156.5890698032
21087,x196y58,3719178.683606251
21088,x196y59,2507588.4712946257
21090,x196y60,1143956.761479845
21091,x196y61,2861208.6441857857
21092,x196y62,2970609.608186235
21093,x196y63,552032.7774092861
21094,x196y64,3511992.6421280024
21095,x196y65,3569136.1791715426
21096,x196y66,3371128.3376589455
21097,x196y67,3212383.6892609526
21098,x196y68,3693539.3468197496
21099,x196y69,3690776.6811988577
21101,x196y70,3656670.20911498
21102,x196y71,3449608.8933897647
21103,x196y72,3656036.080063188
21104,x196y73,3653166.5007620207
21105,x196y74,3627194.273628726
21106,x196y75,3594789.0076326244
21107,x196y76,3517537.272656904
21108,x196y77,2210091.452246834
21109,x196y78,2197029.7569758575
21110,x196y79,3317551.816441982
21112,x196y80,3159878.110144357
21113,x196y81,3570823.553440643
21114,x196y82,2796763.9518326833
21115,x196y83,3060891.6302149533
21116,x196y84,3555782.4334768034
21117,x196y85,1045379.058556448
21118,x196y86,3484850.0356156603
21119,x196y87,3421735.5718075363
21120,x196y88,3490800.738840597
21121,x196y89,3535677.6560705127
21123,x196y90,3536313.8505831603
21124,x196y91,3246808.9705541413
21125,x196y92,2628147.0151792592
21126,x196y93,2845608.5622094166
21127,x196y94,3433247.801563858
21128,x196y95,3388473.5361124086
21129,x196y96,2874301.106562042
21130,x196y97,2406556.850921835
21131,x196y98,16313429.442671575
21132,x196y99,17774710.99708233
21134,x197y100,15343502.178088317
21135,x197y101,8930872.70142455
21136,x197y102,13968319.357506787
21137,x197y103,10115845.974584704
21138,x197y104,14712044.211304717
21139,x197y105,4208782.162392397
21140,x197y106,996745.3758199008
21141,x197y107,627641.9967000099
21142,x197y108,828452.7048716869
21143,x197y109,1084244.8965497105
21145,x197y110,1563577.8744762188
21146,x197y111,1186899.0233133065
21147,x197y112,881373.6595900991
21148,x197y113,1764113.6012112019
21149,x197y114,4764236.8534536315
21150,x197y115,2050723.898890737
21151,x197y116,7123614.614633928
21152,x197y117,2504288.7943837065
21153,x197y118,780537.894410194
21154,x197y119,652577.6148899482
21156,x197y120,514625.4274421333
21157,x197y121,3006577.129034396
21158,x197y122,1889922.2875178403
21159,x197y123,3517054.4627147596
21160,x197y124,2112657.2339926423
21161,x197y125,1808693.2296496665
21162,x197y126,3568593.478045882
21163,x197y127,2994986.856961349
21164,x197y128,2028511.2349131182
21165,x197y129,2611962.440133654
21167,x197y130,3327454.5866916394
21168,x197y131,2382152.61324486
21169,x197y132,5739345.856015536
21170,x197y133,3240821.7241465845
21171,x197y134,3228939.4538333225
21172,x197y135,3301109.090840361
21173,x197y136,3259198.2353797588
21174,x197y137,3234237.2008759757
21175,x197y138,3202831.6706339996
21176,x197y139,3254982.2016628454
21178,x197y140,3107579.9626203105
21179,x197y141,3135923.4921087297
21180,x197y142,3235287.708575456
21181,x197y143,3035956.9072352047
21182,x197y144,2989854.1348104626
21183,x197y145,3030761.296579994
21184,x197y146,3026545.250229725
21185,x197y147,2943125.755583004
21186,x197y148,2952147.24099199
21187,x197y149,2935499.8709204844
21189,x197y150,3034394.1042433195
21190,x197y151,2718410.4215295347
21191,x197y152,2590565.4604223813
21192,x197y153,2786684.269990535
21193,x197y154,2961993.7072173245
21194,x197y155,3038758.7826763466
21195,x197y156,1922882.197877234
21196,x197y157,1547703.9747829423
21197,x197y158,1942573.4511706398
21198,x197y159,1848555.6289230934
21200,x197y160,2175136.5932414173
21201,x197y161,2609957.3201534334
21202,x197y162,3103889.1657188665
21203,x197y163,2682344.7694788286
21204,x197y164,2622660.614891971
21205,x197y165,1504286.7110021
21206,x197y166,2615993.818822084
21207,x197y167,2618726.168327844
21208,x197y168,1776617.3104499937
21209,x197y169,2721412.548661001
21211,x197y170,2602655.977522187
21212,x197y171,2430156.0235044644
21213,x197y172,2758940.174406776
21214,x197y173,2772872.278650032
21215,x197y174,2779293.153439689
21216,x197y175,2384926.47166851
21217,x197y176,2671107.767455936
21218,x197y177,2723426.7132543274
21219,x197y178,2470885.234888479
21220,x197y179,2424968.589972571
21222,x197y180,2358481.995511581
21223,x197y181,2241148.629018963
21224,x197y182,2375265.344365821
21225,x197y183,2169259.777731354
21226,x197y184,2302843.136187915
21227,x197y185,2315375.045413458
21228,x197y186,2584865.266656267
21229,x197y187,2386913.6548037496
21230,x197y188,2508862.0446054493
21231,x197y189,2489753.877292271
21233,x197y190,2173186.1186796627
21234,x197y191,2190986.6737338444
21235,x197y192,2411212.528638349
21266,x197y29,919844.685971823
21267,x197y30,2751093.4396454142
21268,x197y31,3566782.034850049
21269,x197y32,3720313.1923049823
21270,x197y33,3698014.727591306
21271,x197y34,3666012.201521167
21272,x197y35,3489303.2693160824
21273,x197y36,3798652.622740484
21274,x197y37,3842512.773036421
21275,x197y38,3837514.6981163537
21276,x197y39,3832544.797329412
21278,x197y40,3834896.090617851
21279,x197y41,3825869.0143108787
21280,x197y42,3817725.9116421603
21281,x197y43,3814692.545252726
21282,x197y44,3815148.468666417
21283,x197y45,3808512.232924042
21284,x197y46,3804095.6604342954
21285,x197y47,3803715.2396044666
21286,x197y48,3787746.584752168
21287,x197y49,3776790.451471309
21289,x197y50,3741685.3275375543
21290,x197y51,2765392.255767144
21291,x197y52,2209311.5304220435
21292,x197y53,2976065.7548807575
21293,x197y54,3754777.185855307
21294,x197y55,3489348.0215969584
21295,x197y56,3568768.2245367104
21296,x197y57,3723341.223903376
21297,x197y58,3636623.572552813
21298,x197y59,3673359.8865469247
21300,x197y60,3153380.6460674815
21301,x197y61,2601711.407610159
21302,x197y62,292249.8176721093
21303,x197y63,371067.84763413976
21304,x197y64,1821545.539233929
21305,x197y65,3259391.2618807247
21306,x197y66,3369440.012939727
21307,x197y67,3433786.869128633
21308,x197y68,3648146.909589453
21309,x197y69,3605194.028881572
21311,x197y70,3412323.0430735284
21312,x197y71,2520545.6781558697
21313,x197y72,3309897.8862343905
21314,x197y73,3659272.3608502084
21315,x197y74,2569273.2743501784
21316,x197y75,2329624.996372484
21317,x197y76,2415948.788283806
21318,x197y77,1535822.2136608087
21319,x197y78,2047782.6939992763
21320,x197y79,3372528.3054770716
21322,x197y80,2190119.6254576403
21323,x197y81,3091508.8912818227
21324,x197y82,3020291.659256638
21325,x197y83,2986909.862326157
21326,x197y84,3520843.309186617
21327,x197y85,911838.2129484112
21328,x197y86,3547902.234797441
21329,x197y87,3398042.0048859394
21330,x197y88,3499029.1949084033
21331,x197y89,3459382.8246561494
21333,x197y90,3479503.889501999
21334,x197y91,3359528.0597741604
21335,x197y92,2485224.0056277695
21336,x197y93,3292199.182797788
21337,x197y94,3485264.5308290385
21338,x197y95,3454689.872709397
21339,x197y96,3282802.176174629
21340,x197y97,2414975.534200726
21341,x197y98,1910538.6140080346
21342,x197y99,9833016.087738972
21344,x198y100,15593677.063574718
21345,x198y101,5137439.0016209185
21346,x198y102,10814106.798648229
21347,x198y103,9645326.41651586
21348,x198y104,7387102.137524713
21349,x198y105,2146135.1938627274
21350,x198y106,1844183.268213855
21351,x198y107,1441881.8978118482
21352,x198y108,369688.7367544095
21353,x198y109,738250.7543964166
21355,x198y110,1508439.1504738415
21356,x198y111,923450.1156113852
21357,x198y112,710195.0237080164
21358,x198y113,3097236.376984761
21359,x198y114,4816817.279333125
21360,x198y115,1307786.2343035582
21361,x198y116,7210251.125474592
21362,x198y117,913640.6671207399
21363,x198y118,621339.4741170885
21364,x198y119,693941.9641374222
21366,x198y120,483368.93717367365
21367,x198y121,1916968.3762893672
21368,x198y122,1629720.6370336402
21369,x198y123,2447641.203723321
21370,x198y124,879069.6025605613
21371,x198y125,2195412.8132985663
21372,x198y126,2946549.4527835455
21373,x198y127,3108097.363744225
21374,x198y128,11705115.975720577
21375,x198y129,2572688.309909881
21377,x198y130,2277405.289704495
21378,x198y131,2254445.756446693
21379,x198y132,2349340.3908659094
21380,x198y133,3093261.7883262523
21381,x198y134,3247397.1782766725
21382,x198y135,3184106.4750534515
21383,x198y136,3205153.2056612177
21384,x198y137,2798245.0346443127
21385,x198y138,3247784.529813236
21386,x198y139,3243464.376560815
21388,x198y140,3215253.4439405473
21389,x198y141,3244817.0625220444
21390,x198y142,3221377.1237558145
21391,x198y143,3239844.5717068138
21392,x198y144,2323958.783472211
21393,x198y145,3005550.4153069197
21394,x198y146,3023266.4279392315
21395,x198y147,2923269.764797707
21396,x198y148,2570950.754787848
21397,x198y149,3054858.47391862
21399,x198y150,2949583.7383910757
21400,x198y151,2719347.8038082793
21401,x198y152,2813234.912097697
21402,x198y153,2889951.153149784
21403,x198y154,2858545.2173231132
21404,x198y155,2535572.7334549814
21405,x198y156,2080232.8352203886
21406,x198y157,1856866.525198268
21407,x198y158,1827896.1784701098
21408,x198y159,1830918.8417234437
21410,x198y160,1757298.2251511707
21411,x198y161,1666755.59391299
21412,x198y162,2096178.4807315418
21413,x198y163,1622987.2920611585
21414,x198y164,1887961.8137503387
21415,x198y165,2079817.0959388404
21416,x198y166,2028607.5354544688
21417,x198y167,1986829.4769807241
21418,x198y168,2140533.8178174985
21419,x198y169,2312031.2037502127
21421,x198y170,2453655.3057101364
21422,x198y171,2604155.0030153412
21423,x198y172,1991167.3421248284
21424,x198y173,2408272.1301614274
21425,x198y174,2437506.0750311147
21426,x198y175,2368629.2243579375
21427,x198y176,2466183.3016458927
21428,x198y177,2773041.7674207278
21429,x198y178,2546971.9066902664
21430,x198y179,2380184.349529587
21432,x198y180,2401919.3138680635
21433,x198y181,2321005.212269757
21434,x198y182,2256758.4392009396
21435,x198y183,2275988.652858673
21436,x198y184,2215250.636130147
21437,x198y185,2181284.019166571
21438,x198y186,2497940.067886141
21439,x198y187,2186265.9573246315
21440,x198y188,2418537.6825837092
21441,x198y189,2364179.45864951
21443,x198y190,2158012.480507533
21444,x198y191,2377381.985126593
21445,x198y192,2109886.467787696
21473,x198y26,32800.32075596184
21474,x198y27,1379766.8318437273
21475,x198y28,2770223.701018415
21476,x198y29,3625036.423117537
21477,x198y30,3706151.836067159
21478,x198y31,3643628.105437609
21479,x198y32,3704647.27533357
21480,x198y33,3711942.1350926687
21481,x198y34,3729689.3205131036
21482,x198y35,3784903.2594322083
21483,x198y36,3842229.850260872
21484,x198y37,3835769.619129568
21485,x198y38,3843668.672476812
21486,x198y39,3842697.07672189
21488,x198y40,3836778.1607805616
21489,x198y41,3824352.650359702
21490,x198y42,3825773.730143479
21491,x198y43,3815179.1935545937
21492,x198y44,3816714.7456924967
21493,x198y45,3809629.7099847174
21494,x198y46,3805843.8051566575
21495,x198y47,3801046.4191180533
21496,x198y48,3784063.2939235517
21497,x198y49,3777954.092865661
21499,x198y50,3779011.9749789434
21500,x198y51,1709424.451994828
21501,x198y52,3197935.487824937
21502,x198y53,2700265.0083830496
21503,x198y54,3291426.642877842
21504,x198y55,3320818.3689460857
21505,x198y56,3461076.042453543
21506,x198y57,3473689.9766086303
21507,x198y58,3491159.461463363
21508,x198y59,3631270.9029177018
21510,x198y60,3527918.4080631547
21511,x198y61,3199230.2098596776
21512,x198y62,2133429.4846989694
21513,x198y63,2465803.659707831
21514,x198y64,3264669.864760254
21515,x198y65,3343235.2753343787
21516,x198y66,3331341.0979894204
21517,x198y67,3589393.4596149563
21518,x198y68,3578710.4389942647
21519,x198y69,3645049.0414759167
21521,x198y70,3660403.095790277
21522,x198y71,2760050.7677809494
21523,x198y72,1839098.1121257069
21524,x198y73,2622368.556625629
21525,x198y74,3166450.1834118087
21526,x198y75,2937760.7355451584
21527,x198y76,1377898.649823263
21528,x198y77,3546992.966879918
21529,x198y78,3571651.665086601
21530,x198y79,2374860.1730578276
21532,x198y80,1887888.6167617936
21533,x198y81,2426266.7936675227
21534,x198y82,3270672.8459329805
21535,x198y83,3300356.9139864417
21536,x198y84,2309733.7202490163
21537,x198y85,3241079.5475723646
21538,x198y86,3332827.4645384867
21539,x198y87,3412448.716356878
21540,x198y88,3434935.9294255027
21541,x198y89,3401715.969047753
21543,x198y90,3475401.83342693
21544,x198y91,3181794.4510586583
21545,x198y92,3242346.9415540625
21546,x198y93,3345946.374271765
21547,x198y94,3349181.6656633737
21548,x198y95,3433128.9029647196
21549,x198y96,3376831.877650003
21550,x198y97,2988711.742036374
21551,x198y98,1588352.034541299
21552,x198y99,4960110.0099431705
21554,x199y100,5114836.785074892
21555,x199y101,2597320.1661788127
21556,x199y102,4246109.210731514
21557,x199y103,5247156.22755884
21558,x199y104,1062151.6540110693
21559,x199y105,1424109.9907132895
21560,x199y106,1258411.8117739782
21561,x199y107,1031802.6515343441
21562,x199y108,1676850.0652915954
21563,x199y109,66002.4863498502
21565,x199y110,82732.55651749286
21566,x199y111,409549.5734499027
21567,x199y112,354899.2253218692
21568,x199y113,1703807.0429197561
21569,x199y114,2404673.1619215584
21570,x199y115,1522421.8897348272
21571,x199y116,2689131.923378197
21572,x199y117,1109357.5899037418
21573,x199y118,489452.544493526
21574,x199y119,838738.3463318598
21576,x199y120,960714.9726599096
21577,x199y121,2758870.0507351584
21578,x199y122,2623185.394743325
21579,x199y123,3097002.432442814
21580,x199y124,2998092.5512737497
21581,x199y125,2138857.4031257243
21582,x199y126,2522095.1854601153
21583,x199y127,1909344.3642392138
21584,x199y128,20176178.0711906
21585,x199y129,12640871.979806345
21587,x199y130,6048091.293927224
21588,x199y131,9898685.210527988
21589,x199y132,6871936.114478034
21590,x199y133,3191586.795399887
21591,x199y134,3155963.8238075287
21592,x199y135,2926700.0923770224
21593,x199y136,3260525.3965455503
21594,x199y137,2856885.4787964867
21595,x199y138,3217631.6131095346
21596,x199y139,3192659.7334757606
21598,x199y140,3186437.1453421614
21599,x199y141,3027145.1295424267
21600,x199y142,3210476.475553873
21601,x199y143,3026392.2308758115
