,NLDAS_ID,sw_irrigation_vol,WRM_SUPPLY_acreft_OG,sw_avail_bias_corr
0,x100y100,28.86418089920039,29.222084249523732,-0.3579033503233404
1,x100y101,33.73093507492876,33.98626783207495,-0.2553327571461921
2,x100y102,1.8420714166033694,1.8488806190049096,-0.00680920240154026
3,x100y103,22.675989338275393,22.694761430443652,-0.018772092168259036
4,x100y104,50.47012751941701,50.56683520025659,-0.09670768083957881
5,x100y105,10.398676016532812,10.408580934042273,-0.009904917509460986
6,x100y106,171.16248435949032,171.51153921317888,-0.34905485368855693
7,x100y107,1867.6313315265782,1877.7772836114589,-10.145952084880719
8,x100y108,23.93420051275115,23.967934427447837,-0.033733914696686185
9,x100y109,1126.5934372202848,1133.7125346390396,-7.119097418754791
10,x100y110,142.88865736794784,144.03020518785647,-1.1415478199086238
11,x100y111,5278.015216877372,4642.78790115162,635.2273157257523
12,x100y112,344.93010792392926,344.8881129570909,0.04199496683833104
13,x100y113,29.731829203692723,30.261473148664,-0.5296439449712764
14,x100y114,7.080127377941211,8.061932014994543,-0.9818046370533322
15,x100y115,12759.88478008872,9401.830608826247,3358.0541712624727
16,x100y116,4733.3563282992545,4779.993982345681,-46.63765404642618
17,x100y117,8.420974169143372,8.463285993748062,-0.042311824604690074
18,x100y118,17.417413283607697,17.64262751306422,-0.22521422945652247
19,x100y119,2.9075284048255883,2.999858401213445,-0.09232999638785655
20,x100y120,189.19322199670773,195.43994741535383,-6.246725418646093
21,x100y121,26.44388729160609,26.53040159410836,-0.08651430250226966
22,x100y122,11.011327478573229,11.013066203947462,-0.001738725374233141
23,x100y123,92.46589920567038,93.01501172701549,-0.5491125213451085
24,x100y124,810.6293397337934,817.834657014605,-7.2053172808116415
25,x100y125,273.20229344787816,274.8115700852466,-1.6092766373684526
26,x100y126,53.99494085967976,54.62732959654164,-0.6323887368618841
27,x100y127,14.940166329462276,14.978872418508002,-0.0387060890457267
28,x100y128,1.8763582629326092,1.961430506850509,-0.08507224391789969
29,x100y129,10.185444948581209,10.460997323834928,-0.275552375253719
30,x100y130,0.0,0.0,0.0
31,x100y131,8.497150739566848,8.741696839156765,-0.24454609958991647
32,x100y132,88.98133198151844,94.42740708072891,-5.446075099210475
33,x100y133,166.57701863664454,234.29437587785168,-67.71735724120714
34,x100y134,488.44677626513686,673.6795466067042,-185.23277034156735
35,x100y135,385.1791327691265,536.0664712813291,-150.88733851220258
36,x100y136,1149.9057989049813,0.0,1149.9057989049813
37,x100y137,2614.603505042724,1842.1011014378528,772.5024036048712
38,x100y138,2930.0700234436003,2458.7959785272155,471.2740449163848
39,x100y139,2921.8630431108554,2454.2562563083716,467.60678680248384
40,x100y140,5363.2675566819225,5368.871789570971,-5.604232889048035
41,x100y141,2940.4283434255312,2941.863114800199,-1.4347713746678892
42,x100y142,1600.0271480806844,1602.2031685125621,-2.1760204318777596
43,x100y143,1523.4392000734588,1523.8209974903323,-0.38179741687349633
44,x100y144,9979.031095417875,10116.155379748761,-137.12428433088644
45,x100y145,11132.42360839704,11151.366953406217,-18.943345009176483
46,x100y146,23743.35125871544,23756.545555562312,-13.194296846872021
47,x100y147,13630.292331891982,13647.854649041736,-17.562317149753653
48,x100y148,349.20979659853367,349.0166504428781,0.19314615565559734
49,x100y149,116.20242466509376,116.13815606587916,0.06426859921459993
50,x100y150,8.323512859757498,8.31891005488497,0.004602804872527955
51,x100y151,4564.272025668971,4562.35956045092,1.9124652180507837
52,x100y152,22613.848875482727,22702.96932003356,-89.12044455083378
53,x100y153,19090.83662289319,752.2064378925633,18338.630185000628
54,x100y154,1528.4282219897218,1363.046972095717,165.3812498940049
55,x100y155,275.8897215196707,275.7371331192731,0.15258840039757615
56,x100y156,346.79089163379257,346.5991067479054,0.19178488588715936
57,x100y157,0.12065118874374291,0.1205844734183359,6.671532540700187e-05
58,x100y158,568.5181733129727,568.2036902832839,0.31448302968885855
59,x100y159,12.550514494457593,12.543573983878359,0.0069405105792341715
60,x100y160,0.9652095099499435,0.9646757873466872,0.000533722603256237
61,x100y161,1473.8680415366102,1473.052868902921,0.8151726336891443
62,x100y162,1395.0217897096318,1394.2501926713448,0.7715970382869273
63,x100y163,7239.425960937635,7236.1362984452535,3.289662492381467
64,x100y164,830.7365811077881,830.2772038542629,0.4593772535251901
65,x100y165,0.0,0.0,0.0
66,x100y166,0.6032559437187145,0.6029223318125027,0.0003336119062118392
67,x100y167,0.0,0.0,0.0
68,x100y168,60.84518881605221,60.811542382209204,0.033646433843003365
69,x100y169,178.15548334592,178.05695206521258,0.09853128070741946
70,x100y170,0.7239071324624574,0.7235067699516616,0.000400362510795782
71,x100y171,2.292372586131115,2.2911051007859125,0.0012674853452026014
72,x100y172,2.6796254311526413,2.678143636275039,0.0014817948776024714
73,x100y173,1209.3954889061165,1208.7266178882614,0.6688710178550537
74,x100y174,1035.5438074585047,1034.971119819535,0.5726876389696827
75,x100y175,0.7239071324624574,0.7235067699516616,0.000400362510795782
76,x100y176,5.426119378161979,5.423118451769128,0.0030009263928505447
77,x100y177,5.409849419885878,5.406857291343252,0.0029921285426262045
78,x100y178,1.459504675340401,1.4586974388083223,0.0008072365320788144
79,x100y179,42.777002163170934,42.83274100413407,-0.05573884096313719
80,x100y180,308.2530833369202,311.49667575426844,-3.243592417348225
81,x100y181,231.29827512747082,232.2025069648601,-0.9042318373892897
82,x100y182,82.82371833709668,83.25429646766352,-0.43057813056684324
83,x100y183,668.34348949871,669.8793933436801,-1.5359038449701075
84,x100y184,781.5316945617986,782.1315971884426,-0.5999026266439387
85,x100y185,330.50005188383864,360.32932435061775,-29.829272466779116
86,x100y186,1754.864981304819,1859.9688157438711,-105.1038344390522
87,x100y187,1619.5288777641904,1702.8732716582351,-83.34439389404474
88,x100y188,301.8302051447705,303.0130554074524,-1.1828502626818818
89,x100y189,1277.656467090178,1677.269273024796,-399.6128059346179
90,x100y190,1895.816378396814,2196.3174938740394,-300.50111547722554
91,x100y191,963.3884859207975,1033.4395271343576,-70.0510412135601
92,x100y192,603.7941519171175,661.1817994268503,-57.3876475097328
93,x100y55,15.10499495664146,15.0966416488931,0.008353307748361516
94,x100y56,0.0,0.0,0.0
95,x100y57,0.0,0.0,0.0
96,x100y58,3.3474080585249504,3.3455567972728955,0.0018512612520549254
97,x100y59,2.059543992483289,2.0584049203514367,0.00113907213185227
98,x100y60,0.0,0.0,0.0
99,x100y61,0.0,0.0,0.0
100,x100y62,0.0,0.0,0.0
101,x100y63,1.6783327729601627,1.6774044865380815,0.0009282864220812037
102,x100y64,1.6783327729601627,1.6774044865380815,0.0009282864220812037
103,x100y65,4.4755540612271,4.473079007079437,0.002475054147662803
104,x100y66,0.0,0.0,0.0
105,x100y67,10601.735286472147,10904.34803209213,-302.6127456199829
106,x100y68,21862.7341403557,21912.338604497032,-49.604464141331846
107,x100y69,0.5594442576533876,0.5591348758849296,0.0003093817684579614
108,x100y70,280.0172533507673,279.86240121318343,0.15485213758387317
109,x100y71,9.395947664682918,9.390751280990113,0.005196383692805284
110,x100y72,0.0,0.0,0.0
111,x100y73,0.0,0.0,0.0
112,x100y74,90.82525354980167,92.90245252546721,-2.0771989756655387
113,x100y75,55.41242960389791,56.44549531748305,-1.0330657135851382
114,x100y76,0.0,0.0,0.0
115,x100y77,0.0,0.0,0.0
116,x100y78,0.0,0.0,0.0
117,x100y79,30.20998991328292,30.1932832977862,0.016706615496723032
118,x100y80,94.16731308182021,152.61938534753426,-58.45207226571405
119,x100y81,1.6783327729601627,1.6774044865380815,0.0009282864220812037
120,x100y82,0.0,0.0,0.0
121,x100y83,0.0,0.0,0.0
122,x100y84,0.0,0.0,0.0
123,x100y85,0.0,0.0,0.0
124,x100y86,0.0,0.0,0.0
125,x100y87,0.0,0.0,0.0
126,x100y88,0.0,0.0,0.0
127,x100y89,9.128803005278261,9.12375508380871,0.005047921469550687
128,x100y90,0.0,0.0,0.0
129,x100y91,0.0,0.0,0.0
130,x100y92,1.1386323911761151,1.1380025948725714,0.0006297963035437615
131,x100y93,0.0,0.0,0.0
132,x100y94,1.1386323911761151,1.1380025948725714,0.0006297963035437615
133,x100y95,0.0,0.0,0.0
134,x100y96,0.0,0.0,0.0
