,NLDAS_ID,sw_irrigation_vol,WRM_SUPPLY_acreft_OG,sw_avail_bias_corr
92,x100y192,603.7941519,603.4601981,0.333953774
93,x100y55,15.10499496,15.09664165,0.008353308
94,x100y56,0,0,0
95,x100y57,0,0,0
96,x100y58,3.347408059,3.345556797,0.001851261
97,x100y59,2.059543992,2.05840492,0.001139072
98,x100y60,0,0,0
99,x100y61,0,0,0
100,x100y62,0,0,0
101,x100y63,1.678332773,1.677404487,0.000928286
102,x100y64,1.678332773,1.677404487,0.000928286
103,x100y65,4.475554061,4.473079007,0.002475054
104,x100y66,0,0,0
105,x100y67,10601.73529,10595.87235,5.862939788
106,x100y68,21862.73414,21850.6437,12.09044173
107,x100y69,0.559444258,0.559134876,0.000309382
108,x100y70,280.0172534,279.8624012,0.154852138
109,x100y71,9.395947665,9.390751281,0.005196384
110,x100y72,0,0,0
111,x100y73,0,0,0
112,x100y74,90.82525355,90.77501769,0.050235863
113,x100y75,55.4124296,55.38178693,0.030642674
114,x100y76,0,0,0
115,x100y77,0,0,0
116,x100y78,0,0,0
117,x100y79,30.20998991,30.1932833,0.016706615
118,x100y80,94.16731308,94.11523435,0.052078737
119,x100y81,1.678332773,1.677404487,0.000928286
120,x100y82,0,0,0
121,x100y83,0,0,0
122,x100y84,0,0,0
123,x100y85,0,0,0
124,x100y86,0,0,0
125,x100y87,0,0,0
126,x100y88,0,0,0
127,x100y89,9.128803005,9.123755084,0.005047921
128,x100y90,0,0,0
129,x100y91,0,0,0
130,x100y92,1.138632391,1.138002595,0.000629796
131,x100y93,0,0,0
132,x100y94,1.138632391,1.138002595,0.000629796
133,x100y95,0,0,0
134,x100y96,0,0,0
135,x100y97,427.7007011,427.4642093,0.236491775
136,x100y98,37.50083657,37.48009624,0.020740332
137,x100y99,513.3504464,513.0665704,0.283876021
138,x101y100,526.4041042,526.1129974,0.291106817
139,x101y101,66.79203796,66.75510264,0.036935318
140,x101y102,455.9748397,455.722629,0.252210671
141,x101y103,4160.103318,4157.802914,2.300403795
142,x101y104,3205.778762,3204.006062,1.77269921
143,x101y105,87.83323112,87.78465305,0.048578064
144,x101y106,0.922179164,0.92166906,0.000510104
145,x101y107,0.689338498,0.688957308,0.000381191
146,x101y108,16.0541841,16.04530492,0.008879179
147,x101y109,13.94070016,13.93299102,0.00770914
148,x101y110,208.7529187,208.637489,0.1154297
149,x101y111,7143.92276,6942.517308,201.4054527
150,x101y112,13016.49461,10018.57852,2997.916095
151,x101y113,5434.318686,4898.528476,535.7902098
152,x101y114,4118.878072,3459.56832,659.3097515
153,x101y115,23.60633547,23.59327973,0.013055745
154,x101y116,55.22328093,55.19274473,0.030536203
155,x101y117,1003.914024,1003.35881,0.555214089
156,x101y118,66.07673723,66.04019411,0.036543123
157,x101y119,51.62690823,51.59835995,0.028548279
158,x101y120,98.05449769,98.00027439,0.054223304
159,x101y121,1661.865306,1660.946301,0.919005133
160,x101y122,616.5526354,616.2116574,0.340978057
161,x101y123,1264.593919,1263.894589,0.699329389
162,x101y124,775.1942328,774.7655308,0.428701936
163,x101y125,3512.11077,3465.527356,46.58341415
164,x101y126,1080.995774,1080.397965,0.597809019
165,x101y127,2.015529383,2.01441475,0.001114632
166,x101y128,3.655859468,3.653837534,0.002021934
167,x101y129,0,0,0
168,x101y130,3.195365644,0,3.195365644
169,x101y131,73.4574819,0,73.4574819
170,x101y132,419.8684736,0,419.8684736
171,x101y133,630.4562346,630.1075482,0.348686343
172,x101y134,629.7451917,629.39688,0.348311681
173,x101y135,2721.923281,2401.99136,319.9319204
174,x101y136,1411.429917,1401.182748,10.24716823
175,x101y137,5968.867134,2745.282276,3223.584858
176,x101y138,861.0756752,860.5996033,0.476071924
177,x101y139,2659.033542,2299.866396,359.1671464
178,x101y140,3476.085799,2871.528633,604.557166
179,x101y141,1023.12578,1022.560075,0.565705679
180,x101y142,1612.821161,1611.929266,0.891895153
181,x101y143,602.5560686,602.2228507,0.333217847
182,x101y144,6762.648134,6758.907682,3.740451693
183,x101y145,17529.55927,17519.86315,9.696124686
184,x101y146,17955.39574,17945.46644,9.929295251
185,x101y147,9988.261376,9982.737025,5.524351575
186,x101y148,1409.651708,1408.872214,0.779494812
187,x101y149,1491.740883,1490.915959,0.824924119
188,x101y150,597.0529388,596.7227582,0.330180589
189,x101y151,18722.81842,18712.46448,10.35394462
190,x101y152,4495.455404,517.6307859,3977.824618
191,x101y153,7964.977745,7960.572847,4.404898401
192,x101y154,5178.360612,5175.496617,2.863995062
193,x101y155,1165.43222,1164.787725,0.644494729
194,x101y156,8.038162426,8.033717141,0.004445285
195,x101y157,0.241302377,0.241168947,0.000133431
196,x101y158,0.482604755,0.482337894,0.000266861
197,x101y159,0.071448064,0.071408547,3.95E-05
198,x101y160,155.8813359,155.7951209,0.086214969
199,x101y161,199.2321023,199.1219149,0.110187434
200,x101y162,299.3734437,299.2078806,0.165563099
201,x101y163,2782.623091,2781.084176,1.538915107
202,x101y164,4725.141859,4722.528983,2.612876045
203,x101y165,749.0522305,748.6379238,0.414306787
204,x101y166,0,0,0
205,x101y167,0.120651189,0.120584473,6.67E-05
206,x101y168,91.7105868,91.65986686,0.05071994
207,x101y169,1.337489517,1.336749743,0.000739774
208,x101y170,11.8238165,11.8172779,0.006538596
209,x101y171,0,0,0
210,x101y172,0.266601656,0.266454203,0.000147453
211,x101y173,89.35777751,89.30836127,0.049416241
212,x101y174,131.0002996,130.9278553,0.07244431
213,x101y175,62.98885153,62.9540101,0.03484143
214,x101y176,2.89562853,2.89402708,0.00160145
215,x101y177,9.41972373,9.414514206,0.005209524
216,x101y178,11.37374579,11.36745541,0.006290377
217,x101y179,178.4027394,178.3040711,0.098668272
218,x101y180,1428.512838,1427.722696,0.790141326
219,x101y181,532.7293585,532.4347369,0.294621677
220,x101y182,186.8175852,186.7142656,0.103319533
221,x101y183,735.4750357,735.0683218,0.40671388
222,x101y184,1594.70223,1593.820231,0.881998681
223,x101y185,1472.227686,1471.413477,0.814209059
224,x101y186,2641.278365,2639.817547,1.460818781
225,x101y187,2522.61461,2521.219471,1.395139198
226,x101y188,637.5822356,637.2296204,0.352615245
227,x101y189,1454.850686,1454.046033,0.804652919
228,x101y190,2803.009396,2801.459171,1.550225016
229,x101y191,881.4895934,881.0021259,0.487467508
230,x101y192,632.7157009,632.3658491,0.349851816
231,x101y54,0,0,0
232,x101y55,102.8626878,102.8057927,0.056895079
233,x101y56,70.56911333,70.53008971,0.039023622
234,x101y57,34.30676412,34.28779021,0.018973913
235,x101y58,0.721094864,0.720696078,0.000398786
236,x101y59,3.301120622,3.299295072,0.00182555
237,x101y60,0,0,0
238,x101y61,0,0,0
239,x101y62,0,0,0
240,x101y63,0,0,0
241,x101y64,0,0,0
242,x101y65,0,0,0
243,x101y66,721.5694383,721.1704079,0.399030461
244,x101y67,4306.649309,4304.267624,2.381684903
245,x101y68,29615.91107,29599.53451,16.37655641
246,x101y69,18335.34449,18325.20432,10.14017168
247,x101y70,1517.327474,1516.488311,0.839162142
248,x101y71,207.8565661,207.7416033,0.114962807
249,x101y72,0,0,0
250,x101y73,0.55018677,0.549882488,0.000304282
251,x101y74,0.503119074,0.502840811,0.000278263
252,x101y75,0,0,0
253,x101y76,0,0,0
254,x101y77,0,0,0
255,x101y78,0,0,0
256,x101y79,240.0480467,239.9152914,0.132755299
257,x101y80,55.92603507,55.89510403,0.030931034
258,x101y81,0,0,0
259,x101y82,0,0,0
260,x101y83,0,0,0
261,x101y84,0,0,0
262,x101y85,0,0,0
263,x101y86,0,0,0
264,x101y87,0,0,0
265,x101y88,0,0,0
266,x101y89,0,0,0
267,x101y90,0,0,0
268,x101y91,0,0,0
269,x101y92,10.99232563,10.98624613,0.006079501
270,x101y93,0,0,0
271,x101y94,0,0,0
272,x101y95,0,0,0
273,x101y96,0,0,0
274,x101y97,197.553957,197.4446988,0.109258254
275,x101y98,75.38655337,75.34486081,0.04169256
276,x101y99,2.483696215,2.482322473,0.001373743
277,x102y100,9.437419319,9.43220008,0.005219238
278,x102y101,4.668662666,4.666080941,0.002581725
279,x102y102,66.54197341,66.50517479,0.036798622
280,x102y103,16.21003714,16.2010718,0.008965334
281,x102y104,17.6546189,17.64485603,0.009762869
282,x102y105,138.6347903,138.5581192,0.076671028
283,x102y106,4461.905087,4459.437226,2.46786128
284,x102y107,4.193038731,4.190719716,0.002319015
285,x102y108,165.6678919,165.5762744,0.091617507
286,x102y109,267.1522774,267.0045152,0.14776223
287,x102y110,169.9471807,169.8531808,0.093999899
288,x102y111,292.6962841,292.5344196,0.161864471
289,x102y112,1420.069229,1419.283836,0.785393025
290,x102y113,5841.814469,5537.299877,304.514592
291,x102y114,4715.44987,3740.523023,974.9268467
292,x102y115,400.7822603,400.5606184,0.221641969
293,x102y116,4657.034121,3795.993874,861.0402465
294,x102y117,5986.075579,5982.765466,3.310112442
295,x102y118,37.88960987,37.86865488,0.020954992
296,x102y119,18.6060969,18.59580878,0.010288124
297,x102y120,32.68782436,32.66974604,0.018078324
298,x102y121,43.81363978,43.78940842,0.024231357
299,x102y122,348.2751657,348.0825798,0.192585983
300,x102y123,354.0884629,353.8926685,0.19579441
301,x102y124,282.6550684,282.4987593,0.156309062
302,x102y125,3506.583849,3504.644455,1.939393854
303,x102y126,863.1553971,862.6779973,0.477399804
304,x102y127,0,0,0
305,x102y128,0.703444601,0.703055572,0.000389028
306,x102y129,0.959219026,0,0.959219026
307,x102y130,4.53119385,0,4.53119385
308,x102y131,1.004196426,0,1.004196426
309,x102y132,392.5913759,0,392.5913759
310,x102y133,416.1181155,415.8879971,0.230118411
311,x102y134,8198.598666,6338.849277,1859.749389
312,x102y135,1771.12695,1702.141939,68.98501053
313,x102y136,524.7809958,524.490801,0.290194806
314,x102y137,2642.943759,2519.437743,123.5060162
315,x102y138,16883.19851,12011.59865,4871.599863
316,x102y139,1382.881663,1382.116811,0.764852398
317,x102y140,804.8732665,804.4281273,0.445139274
318,x102y141,4239.231968,4236.88795,2.344017597
319,x102y142,252.7871943,252.6474052,0.139789122
320,x102y143,1755.230213,1754.259442,0.970770796
321,x102y144,1696.705638,1695.767312,0.938326105
322,x102y145,3558.543241,3556.57497,1.968270796
323,x102y146,13443.51396,13436.0784,7.435558549
324,x102y147,13504.20311,13496.73404,7.469071238
325,x102y148,3870.433265,3868.293025,2.140239658
326,x102y149,20232.74395,20221.55507,11.18887397
327,x102y150,12803.42255,12796.34172,7.080834769
328,x102y151,14731.8354,2130.193844,12601.64156
329,x102y152,5547.237035,5544.169574,3.067461151
330,x102y153,3429.392491,3427.495766,1.896724895
331,x102y154,2615.318192,2613.871653,1.446539045
332,x102y155,240.1823324,240.049481,0.132851375
333,x102y156,2.904471034,2.902864937,0.001606097
334,x102y157,0.491535763,0.491263878,0.000271885
335,x102y158,0.120651189,0.120584473,6.67E-05
336,x102y159,0.008931008,0.008926068,4.94E-06
337,x102y160,0.026793024,0.026778205,1.48E-05
338,x102y161,0,0,0
339,x102y162,0.250233385,0.250094984,0.000138401
340,x102y163,151.5378931,151.454091,0.083802069
341,x102y164,5547.618844,5544.551063,3.067781579
342,x102y165,3568.262473,3566.289363,1.973110072
343,x102y166,1147.845717,1147.210896,0.6348202
344,x102y167,38.72737268,38.70595562,0.021417056
345,x102y168,2.679625431,2.678143636,0.001481795
346,x102y169,0,0,0
347,x102y170,0,0,0
348,x102y171,5.308652305,5.305716125,0.00293618
349,x102y172,0,0,0
350,x102y173,18.31793456,18.30780426,0.010130301
351,x102y174,0.853489329,0.853017334,0.000471995
352,x102y175,656.8773227,656.5140471,0.363275563
353,x102y176,0.241302377,0.241168947,0.000133431
354,x102y177,7.228548259,7.224549989,0.00399827
355,x102y178,122.6166137,122.5488013,0.06781234
356,x102y179,538.0620647,537.7644959,0.297568845
357,x102y180,1399.49078,1398.716796,0.773983999
358,x102y181,3625.782963,3623.778061,2.004902639
359,x102y182,1860.676016,1859.647006,1.029009463
360,x102y183,992.4126219,991.8638447,0.5487772
361,x102y184,3228.03938,3226.254111,1.785268156
362,x102y185,2171.024812,2169.824221,1.200591493
363,x102y186,1722.05414,1721.101667,0.952472876
364,x102y187,2379.055849,2377.740204,1.315645223
365,x102y188,1115.322967,1114.706133,0.616833869
366,x102y189,365.6894006,365.4871603,0.202240233
367,x102y190,882.0754778,881.5875819,0.487895925
368,x102y191,1342.113356,1341.371157,0.74219885
369,x102y192,1649.435105,1648.522901,0.912203593
370,x102y54,2.316752534,0,2.316752534
371,x102y55,2.797221288,2.795674379,0.001546909
372,x102y56,8.924564561,8.919629202,0.004935359
373,x102y57,21.73941362,21.72739173,0.012021897
374,x102y58,73.24045279,73.19995008,0.040502709
375,x102y59,64.60885768,64.57312676,0.035730924
376,x102y60,74.61749651,74.57622859,0.041267918
377,x102y61,129.8478894,129.7760901,0.071799272
378,x102y62,0,0,0
379,x102y63,0.559444258,0.559134876,0.000309382
380,x102y64,0,0,0
381,x102y65,18.34499987,18.33485576,0.010144105
382,x102y66,23.18190425,23.16908517,0.012819085
383,x102y67,1101.788347,1101.178943,0.609404327
384,x102y68,26396.62745,26382.02864,14.59880934
385,x102y69,11050.57603,11044.46441,6.111615542
386,x102y70,1958.468276,1957.385278,1.082998332
387,x102y71,277.2987874,277.1454462,0.153341116
388,x102y72,70.57867985,70.53965404,0.039025815
389,x102y73,0,0,0
390,x102y74,0,0,0
391,x102y75,0,0,0
392,x102y76,0,0,0
393,x102y77,0,0,0
394,x102y78,0,0,0
395,x102y79,0,0,0
396,x102y80,2.316752534,2.31547144,0.001281094
397,x102y81,0,0,0
398,x102y82,0,0,0
399,x102y83,0,0,0
400,x102y84,0,0,0
401,x102y85,0,0,0
402,x102y86,0,0,0
403,x102y87,0,0,0
404,x102y88,0,0,0
405,x102y89,0.559444258,0.559134876,0.000309382
406,x102y90,0,0,0
407,x102y91,0,0,0
408,x102y92,0,0,0
409,x102y93,0,0,0
410,x102y94,0,0,0
411,x102y95,0,0,0
412,x102y96,0,0,0
413,x102y97,311.0318522,310.8598488,0.172003422
414,x102y98,7.509222801,7.505069683,0.004153118
415,x102y99,67.93136569,67.89379028,0.037575408
416,x103y100,6.775474772,6.77172736,0.003747411
417,x103y101,80.53883638,80.49429752,0.044538859
418,x103y102,86.68641344,86.63846929,0.047944157
419,x103y103,2.247642026,2.246399046,0.00124298
420,x103y104,0.305706487,0.305537428,0.000169059
421,x103y105,0.305706487,0.305537428,0.000169059
422,x103y106,5184.237201,5181.369817,2.867384044
423,x103y107,668.0346879,667.6653106,0.369377277
424,x103y108,2413.42955,2412.094757,1.334793124
425,x103y109,3367.275558,2804.051275,563.224283
426,x103y110,6027.811121,6024.477271,3.333849843
427,x103y111,21.48179599,21.46991583,0.011880167
428,x103y112,36.84397048,36.82359648,0.020374
429,x103y113,58.45279988,58.42047444,0.032325439
430,x103y114,326.5064559,326.3259148,0.180541064
431,x103y115,86.16916217,86.12150799,0.047654185
432,x103y116,92.81190174,92.76056814,0.051333601
433,x103y117,301.2020863,301.0355068,0.166579431
434,x103y118,30.61589633,30.59896561,0.016930725
435,x103y119,217.0106679,216.8906623,0.120005545
436,x103y120,79.1598681,79.11608628,0.043781826
437,x103y121,31.81991903,31.80232309,0.017595938
438,x103y122,330.0989986,329.9164296,0.182569028
439,x103y123,188.776003,188.6716018,0.10440123
440,x103y124,49.73077691,49.7032732,0.027503709
441,x103y125,243.6439086,243.509184,0.134724593
442,x103y126,499.0045308,498.728571,0.275959836
443,x103y127,36.99193959,36.97148453,0.020455064
444,x103y128,86.28626918,86.2385468,0.047722385
445,x103y129,314.6267432,0,314.6267432
446,x103y130,4725.353252,0,4725.353252
447,x103y131,4228.129413,0,4228.129413
448,x103y132,477.4271271,0,477.4271271
449,x103y133,13616.40391,10082.76235,3533.641557
450,x103y134,17401.37409,12746.80822,4654.565864
451,x103y135,9881.455447,7260.15336,2621.302088
452,x103y136,4670.523094,4028.137026,642.3860674
453,x103y137,3738.229814,3036.40309,701.8267237
454,x103y138,2873.643203,2501.206602,372.4366011
455,x103y139,1302.253733,1301.533563,0.72017056
456,x103y140,8588.947221,8584.19739,4.749831692
457,x103y141,9168.636283,9163.565132,5.071150486
458,x103y142,2738.159385,2736.645012,1.514372321
459,x103y143,3050.913326,3049.225753,1.68757225
460,x103y144,438.0744028,437.8321193,0.242283492
461,x103y145,321.4759793,321.2981681,0.177811229
462,x103y146,6465.312027,6461.736795,3.575231645
463,x103y147,18884.10712,18873.66334,10.4437796
464,x103y148,13954.00177,13946.28445,7.717316361
465,x103y149,22671.78307,22659.24603,12.53704486
466,x103y150,22174.21245,22161.9505,12.26195509
467,x103y151,2998.209402,2996.551046,1.65835643
468,x103y152,16022.66497,2082.583407,13940.08157
469,x103y153,11217.31123,11211.10702,6.204212341
470,x103y154,1837.745124,1836.729039,1.016085084
471,x103y155,78.77902206,78.73545501,0.043567057
472,x103y156,67.4452477,67.40794691,0.037300787
473,x103y157,0,0,0
474,x103y158,0,0,0
475,x103y159,0,0,0
476,x103y160,0.120651189,0.120584473,6.67E-05
477,x103y161,193.7747401,193.6675758,0.107164371
478,x103y162,265.3209837,265.1742337,0.146749966
479,x103y163,1015.427048,1014.86548,0.561567885
480,x103y164,4708.320925,4705.716867,2.604058481
481,x103y165,176.2471894,176.1497044,0.097484986
482,x103y166,3236.401299,3234.611616,1.789682634
483,x103y167,2519.60101,2518.207729,1.393281278
484,x103y168,1225.403324,1224.725613,0.677711116
485,x103y169,1.085860699,1.085260155,0.000600544
486,x103y170,2.654326152,2.652858062,0.00146809
487,x103y171,1.689116642,1.688182557,0.000934085
488,x103y172,11.8238165,11.8172779,0.006538596
489,x103y173,120.9492005,120.8822966,0.066903956
490,x103y174,98.86654784,98.81186931,0.05467853
491,x103y175,804.8655774,804.4204686,0.445108827
492,x103y176,55.71797184,55.68715445,0.030817383
493,x103y177,129.5620607,129.4903886,0.071672085
494,x103y178,610.4445937,610.1069621,0.337631571
495,x103y179,726.0026798,725.6011022,0.401577625
496,x103y180,347.3230037,347.1308797,0.192124039
497,x103y181,4687.846471,4685.254014,2.592457148
498,x103y182,260.9492165,260.8048811,0.144335323
499,x103y183,2030.012761,2028.889949,1.12281241
500,x103y184,6011.024928,6007.700992,3.323936713
501,x103y185,2267.059001,2265.805185,1.253816332
502,x103y186,1036.685845,1036.112481,0.57336414
503,x103y187,1911.372824,1910.315861,1.056962454
504,x103y188,1311.500011,1310.774706,0.725304577
505,x103y189,542.5080495,542.2080149,0.300034639
506,x103y190,935.8625061,935.34491,0.51759604
507,x103y191,1059.610819,1059.024813,0.586006927
508,x103y192,1408.259782,1407.480934,0.77884779
509,x103y54,0,0,0
510,x103y55,11.21108683,11.20488558,0.006201251
511,x103y56,2.769448826,2.767917288,0.001531539
512,x103y57,0,0,0
513,x103y58,0,0,0
514,x103y59,0,0,0
515,x103y60,9.797453031,9.792034137,0.005418894
516,x103y61,100.1190332,100.063658,0.055375166
517,x103y62,79.79992744,79.75579428,0.044133158
518,x103y63,84.69060075,84.64376092,0.04683983
519,x103y64,1014.409389,1013.848319,0.561069065
520,x103y65,3473.883028,3471.961808,1.921219916
521,x103y66,357.2519154,357.054333,0.197582459
522,x103y67,9396.023555,9390.827534,5.196021799
523,x103y68,11915.43226,11908.84278,6.589473128
524,x103y69,4422.618264,4420.172154,2.446109712
525,x103y70,1597.731462,1596.847868,0.883593762
526,x103y71,144.7725153,144.6924557,0.080059599
527,x103y72,25.43603943,25.42197163,0.014067802
528,x103y73,47.90944597,47.88295348,0.026492494
529,x103y74,4.438524112,4.436069175,0.002454937
530,x103y75,9.454227197,9.448998613,0.005228583
531,x103y76,104.2208711,104.1632316,0.057639445
532,x103y77,35.80443249,35.78463206,0.019800433
533,x103y78,0,0,0
534,x103y79,0,0,0
535,x103y80,3.85978462,3.857650137,0.002134483
536,x103y81,0,0,0
537,x103y82,0,0,0
538,x103y83,0,0,0
539,x103y84,0,0,0
540,x103y85,0,0,0
541,x103y86,0,0,0
542,x103y87,0,0,0
543,x103y88,0,0,0
544,x103y89,0.559444258,0.559134876,0.000309382
545,x103y90,0,0,0
546,x103y91,0,0,0
547,x103y92,0,0,0
548,x103y93,0,0,0
549,x103y94,0,0,0
550,x103y95,0,0,0
551,x103y96,0,0,0
552,x103y97,2.941417247,2.939790381,0.001626866
553,x103y98,3.816257235,3.814146678,0.002110557
554,x103y99,3.297557025,3.295733568,0.001823457
555,x104y100,4.03914279,4.036909279,0.002233511
556,x104y101,1386.867973,1386.100917,0.767055714
557,x104y102,747.8003342,747.3867401,0.413594122
558,x104y103,39.77084167,39.74884647,0.021995198
559,x104y104,125.1631939,125.0939778,0.069216107
560,x104y105,289.7013035,289.5411017,0.160201849
561,x104y106,1511.288284,1510.452544,0.835739445
562,x104y107,2.189877469,2.188666366,0.001211103
563,x104y108,1.842071417,1.841052734,0.001018682
564,x104y109,236.2128563,236.0822094,0.130646847
565,x104y110,7679.205553,7674.958773,4.246780585
566,x104y111,8612.153678,6491.527638,2120.62604
567,x104y112,5.153691999,5.150841667,0.002850331
568,x104y113,371.3085243,371.1031808,0.205343484
569,x104y114,1374.932015,1374.171719,0.760295998
570,x104y115,930.4048184,929.8902638,0.514554599
571,x104y116,598.3375067,598.0066357,0.330870918
572,x104y117,10.89471652,10.88869158,0.006024938
573,x104y118,48.3480863,48.32135003,0.026736278
574,x104y119,8.036063087,8.031619017,0.004444069
575,x104y120,42.05945451,42.03619702,0.023257487
576,x104y121,196.516357,196.4076693,0.108687612
577,x104y122,822.6251567,822.1701958,0.454960879
578,x104y123,4298.979639,4234.524451,64.4551883
579,x104y124,574.8329232,574.5150255,0.317897709
580,x104y125,2172.396195,2100.555019,71.84117626
581,x104y126,1420.782766,1419.996961,0.785804933
582,x104y127,1303.65075,1302.929756,0.720994646
583,x104y128,43.80212061,43.77789781,0.024222797
584,x104y129,6866.585443,0,6866.585443
585,x104y130,10190.78412,0,10190.78412
586,x104y131,15190.26593,0,15190.26593
587,x104y132,4744.431083,0,4744.431083
588,x104y133,13105.08542,10446.0592,2659.026218
589,x104y134,9539.84996,7393.291378,2146.558582
590,x104y135,10768.10089,8262.10196,2505.998933
591,x104y136,6127.566317,4735.49326,1392.073057
592,x104y137,2091.704083,1938.609648,153.0944349
593,x104y138,2391.756651,2198.021913,193.7347378
594,x104y139,4172.661947,3421.71447,750.9474769
595,x104y140,4996.735286,4993.971887,2.76339895
596,x104y141,3337.477629,3335.631707,1.845921936
597,x104y142,2671.002608,2669.525445,1.477163523
598,x104y143,185.2837976,185.1813363,0.102461265
599,x104y144,93.93423646,93.88228566,0.051950807
600,x104y145,160.8407522,160.751808,0.088944176
601,x104y146,517.0849862,516.7990599,0.285926296
602,x104y147,13518.04095,13510.56476,7.476194498
603,x104y148,16918.76805,16909.41097,9.357079629
604,x104y149,23544.67134,23531.64954,13.0217964
605,x104y150,20904.7962,20893.23281,11.56338971
606,x104y151,1975.876878,1974.784078,1.092799973
607,x104y152,8949.994542,1740.639986,7209.354555
608,x104y153,5300.004482,1762.417676,3537.586806
609,x104y154,30.22549181,30.20877904,0.016712773
610,x104y155,46.41055517,46.38489012,0.025665051
